transaction_id,customer_id,timestamp,amount,currency,payment_method,payment_status,failure_code,failure_reason,customer_age_days,prior_success_count,prior_failure_count,previous_recovery_count,average_transaction_value,subscription_flag,retry_count,days_since_last_payment,merchant_segment,order_value,checkout_started,checkout_completed,ground_truth_recoverable,ground_truth_recovery_action,recovered_amount
txn_ebd64de77e20,cust_63a82ec8,2026-07-30 15:47:16.284812,8981.62,INR,upi,failed,insufficient_funds,Customer account has insufficient balance.,657,33,5,5,10312.48,False,0,20,enterprise,9000.06,True,True,True,SEND_RECOVERY_MESSAGE,8981.62
txn_c1e9cbd49250,cust_52e8e74f,2026-07-26 01:54:16.236825,121.69,USD,wallet,failed,bank_timeout,Issuing bank did not respond in time.,536,22,4,4,154.05,False,0,7,smb_saas,125.36,True,True,True,WAIT_AND_RETRY,121.69
txn_75f364891284,cust_cd11ed25,2026-08-05 20:38:16.250632,88.5,INR,upi,failed,insufficient_funds,Customer account has insufficient balance.,633,46,0,0,62.3,False,3,29,smb_saas,113.37,True,False,False,CREATE_ESCALATION,0.0
txn_629cf7092b5d,cust_2d5f9bdf,2026-08-25 13:06:16.355058,838.31,INR,upi,failed,authentication_failed,OTP or 3D secure authentication failed.,844,0,3,1,1414.12,False,3,-1,smb_saas,898.67,True,True,False,CREATE_ESCALATION,0.0
txn_072d3e124c4f,cust_7f35ccc3,2026-08-17 17:50:16.367097,38929.71,INR,upi,failed,authentication_failed,OTP or 3D secure authentication failed.,129,28,5,5,41313.8,True,1,3,high_value,39014.32,True,True,False,CREATE_ESCALATION,0.0
txn_487fef5edd08,cust_08863248,2026-08-22 22:20:16.338954,811.67,INR,card,failed,insufficient_funds,Customer account has insufficient balance.,640,46,1,1,773.15,False,0,9,smb_saas,834.84,True,True,False,CREATE_ESCALATION,0.0
txn_6a4814613154,cust_6031cb58,2026-08-20 17:21:16.241825,461.87,INR,upi,failed,insufficient_funds,Customer account has insufficient balance.,841,27,4,2,485.38,False,2,17,ecommerce,515.97,True,True,True,SEND_RECOVERY_MESSAGE,461.87
txn_4a7430d38fb5,cust_41d3ebcf,2026-08-10 19:18:16.257223,2819.07,INR,netbanking,failed,limit_exceeded,Transaction exceeds customer limits.,161,18,1,0,4031.28,False,1,9,ecommerce,2873.25,True,True,True,RETRY_PAYMENT,2819.07
txn_c34ac4a12103,cust_b668fd22,2026-07-30 18:38:16.332954,360.05,INR,wallet,failed,insufficient_funds,Customer account has insufficient balance.,221,8,3,3,592.75,True,2,23,ecommerce,369.77,True,True,False,CREATE_ESCALATION,0.0
txn_9d45e59df547,cust_9a326bb8,2026-08-16 05:55:16.265766,229.52,INR,netbanking,failed,insufficient_funds,Customer account has insufficient balance.,56,4,2,0,128.18,True,2,9,smb_saas,230.55,True,True,True,SEND_RECOVERY_MESSAGE,229.52
txn_a5aad45322d8,cust_8e014cd4,2026-08-04 04:33:16.327954,798.21,INR,netbanking,failed,bank_timeout,Issuing bank did not respond in time.,204,33,0,0,569.52,False,3,16,mid_market,873.31,True,True,True,WAIT_AND_RETRY,798.21
txn_5d5f2ba1afd4,cust_635e03d2,2026-08-20 00:39:16.232825,767.13,INR,wallet,failed,insufficient_funds,Customer account has insufficient balance.,503,2,2,2,733.28,False,3,7,ecommerce,769.81,True,True,False,CREATE_ESCALATION,0.0
txn_cf3c7d0ef58c,cust_f122820f,2026-08-04 12:52:16.248632,647.26,INR,card,failed,limit_exceeded,Transaction exceeds customer limits.,876,2,5,0,1252.01,False,3,24,smb_saas,743.43,True,False,False,CREATE_ESCALATION,0.0
txn_a2fa4398ffd8,cust_ea3781d5,2026-08-15 10:46:16.324955,56.17,INR,card,failed,bank_timeout,Issuing bank did not respond in time.,722,26,1,1,74.79,True,0,26,smb_saas,59.72,True,True,True,WAIT_AND_RETRY,56.17
txn_c6702dc3a5c6,cust_da04cb7e,2026-08-15 14:23:16.233825,1132.33,INR,netbanking,failed,authentication_failed,OTP or 3D secure authentication failed.,6,21,0,0,1118.03,False,1,6,ecommerce,1218.66,True,True,True,RETRY_PAYMENT,1132.33
txn_3974762306c7,cust_4b50fd91,2026-08-20 14:56:16.325954,614.63,INR,wallet,failed,limit_exceeded,Transaction exceeds customer limits.,54,44,0,0,513.52,True,0,0,smb_saas,647.49,True,True,False,CREATE_ESCALATION,0.0
txn_e1124357f2d8,cust_c4252909,2026-08-17 12:50:16.334955,387.77,INR,wallet,failed,limit_exceeded,Transaction exceeds customer limits.,487,41,2,2,611.35,True,1,9,ecommerce,404.49,True,True,True,RETRY_PAYMENT,387.77
txn_5544bf650477,cust_32c6e96a,2026-07-29 01:56:16.344954,165.31,INR,wallet,failed,bank_timeout,Issuing bank did not respond in time.,491,33,5,1,280.34,False,1,11,ecommerce,231.85,True,True,True,WAIT_AND_RETRY,165.31
txn_327cdc81b28c,cust_bb4644f1,2026-08-14 20:53:16.324955,426.17,USD,wallet,failed,temporary_bank_failure,Bank is experiencing intermittent issues.,47,16,1,1,355.84,False,3,13,ecommerce,485.49,True,False,True,WAIT_AND_RETRY,426.17
txn_d66a2d165635,cust_9d9919ba,2026-08-16 09:22:16.278812,5000.0,USD,wallet,failed,authentication_failed,OTP or 3D secure authentication failed.,118,1,0,0,5996.51,True,1,5,high_value,5032.63,True,True,False,CREATE_ESCALATION,0.0
txn_9b94445bcdf9,cust_eb0ab0c3,2026-08-05 21:32:16.346954,1636.43,INR,wallet,failed,insufficient_funds,Customer account has insufficient balance.,460,25,4,2,1020.53,False,3,0,ecommerce,1711.27,True,True,True,SEND_RECOVERY_MESSAGE,1636.43
txn_dc9ddba226d3,cust_8db1aaa4,2026-08-04 20:16:16.276813,25.68,INR,netbanking,failed,insufficient_funds,Customer account has insufficient balance.,794,41,0,0,40.19,False,0,24,smb_saas,57.29,True,True,True,SEND_RECOVERY_MESSAGE,25.68
txn_ad9b99cba856,cust_77e3cc5f,2026-08-17 23:05:16.279813,110.69,INR,upi,failed,bank_timeout,Issuing bank did not respond in time.,393,8,2,0,167.19,True,2,0,mid_market,134.19,True,True,True,WAIT_AND_RETRY,110.69
txn_b088d0dcb3f1,cust_c143275b,2026-07-28 19:01:16.286812,575.84,INR,upi,failed,authentication_failed,OTP or 3D secure authentication failed.,374,3,0,0,505.92,True,3,12,ecommerce,675.37,True,True,True,RETRY_PAYMENT,575.84
txn_51d78b696ea3,cust_9e318cf1,2026-07-31 15:48:16.309954,1405.26,USD,card,failed,insufficient_funds,Customer account has insufficient balance.,706,42,0,0,2022.18,False,1,24,mid_market,1441.98,True,True,False,CREATE_ESCALATION,0.0
txn_c99d9cddf9ee,cust_9ac1754a,2026-08-10 23:28:16.281813,3450.67,INR,netbanking,failed,fraud_suspected,Transaction flagged by risk engine.,331,29,1,1,6256.84,True,2,23,mid_market,3542.72,True,True,True,RETRY_PAYMENT,3450.67
txn_94609219319d,cust_044b0309,2026-07-28 07:53:16.328954,21181.7,INR,upi,failed,authentication_failed,OTP or 3D secure authentication failed.,946,14,1,1,39634.91,False,2,30,high_value,21189.64,True,False,False,CREATE_ESCALATION,0.0
txn_ffa69a5efe67,cust_c3d27f75,2026-08-12 11:10:16.253632,245.16,INR,netbanking,failed,bank_timeout,Issuing bank did not respond in time.,315,45,2,0,413.72,False,0,12,smb_saas,302.1,True,True,True,WAIT_AND_RETRY,245.16
txn_98c2edbef42c,cust_b5963fd8,2026-07-28 10:56:16.300954,134.67,INR,netbanking,failed,insufficient_funds,Customer account has insufficient balance.,122,43,4,3,183.06,False,0,24,ecommerce,191.09,True,True,False,CREATE_ESCALATION,0.0
txn_94580f678e65,cust_8f40967c,2026-08-24 03:44:16.318954,3799.46,INR,card,failed,authentication_failed,OTP or 3D secure authentication failed.,503,48,1,1,6822.41,True,1,2,enterprise,3810.3,True,False,True,RETRY_PAYMENT,3799.46
txn_3f354f02e6fe,cust_7aa5241b,2026-07-31 07:54:16.278812,461.37,INR,upi,failed,insufficient_funds,Customer account has insufficient balance.,27,22,1,0,618.45,False,0,17,ecommerce,506.69,True,True,False,CREATE_ESCALATION,0.0
txn_cff73c151c55,cust_6a69ff66,2026-07-27 06:26:16.303954,274.25,INR,upi,failed,authentication_failed,OTP or 3D secure authentication failed.,972,3,3,3,290.34,False,1,4,mid_market,312.8,True,False,False,CREATE_ESCALATION,0.0
txn_b6bb08f5e5c5,cust_3cd7a968,2026-08-25 03:43:16.322954,220.95,INR,card,failed,limit_exceeded,Transaction exceeds customer limits.,631,29,4,4,373.49,False,0,7,ecommerce,231.02,True,True,False,CREATE_ESCALATION,0.0
txn_a94c9aa13b91,cust_1c7fcc26,2026-08-14 10:44:16.300954,628.43,USD,upi,failed,insufficient_funds,Customer account has insufficient balance.,111,31,3,1,964.02,True,3,29,smb_saas,682.37,True,True,False,CREATE_ESCALATION,0.0
txn_e5cf5fd2bb48,cust_50f0a0e3,2026-08-17 08:44:16.245325,2669.71,INR,wallet,failed,insufficient_funds,Customer account has insufficient balance.,763,12,1,0,1505.85,False,3,28,mid_market,2715.87,True,False,False,CREATE_ESCALATION,0.0
txn_d1519ca319fc,cust_c04f9c63,2026-08-24 23:54:16.283812,2443.88,INR,netbanking,failed,authentication_failed,OTP or 3D secure authentication failed.,637,39,5,4,1355.2,False,1,7,mid_market,2499.66,True,True,False,CREATE_ESCALATION,0.0
txn_ab429fdbfe2e,cust_fe4c597d,2026-08-02 01:41:16.327954,1858.63,USD,upi,failed,fraud_suspected,Transaction flagged by risk engine.,527,41,0,0,1534.57,False,1,8,ecommerce,1903.0,True,False,True,RETRY_PAYMENT,1858.63
txn_693f431ffbd5,cust_448f00b3,2026-08-04 20:39:16.279813,10.0,INR,netbanking,failed,insufficient_funds,Customer account has insufficient balance.,258,13,3,2,9.35,True,1,23,smb_saas,87.81,True,True,True,SEND_RECOVERY_MESSAGE,10.0
txn_27ce4d0a375e,cust_24110da9,2026-08-02 02:37:16.278812,32.5,USD,wallet,failed,insufficient_funds,Customer account has insufficient balance.,285,50,1,0,58.75,True,0,25,ecommerce,60.28,True,True,False,CREATE_ESCALATION,0.0
txn_63746812eedd,cust_5aad19c0,2026-08-03 10:29:16.294364,315.87,INR,upi,failed,authentication_failed,OTP or 3D secure authentication failed.,680,15,0,0,390.45,True,2,12,smb_saas,399.55,True,True,True,RETRY_PAYMENT,315.87
txn_65feabcffdd8,cust_c0eb638d,2026-08-07 12:58:16.231825,3793.77,INR,card,failed,bank_timeout,Issuing bank did not respond in time.,852,4,0,0,2452.85,True,3,11,mid_market,3815.71,True,True,True,WAIT_AND_RETRY,3793.77
txn_4e786988389a,cust_2bc7a9a0,2026-08-18 23:32:16.230826,857.01,INR,card,failed,insufficient_funds,Customer account has insufficient balance.,561,17,4,4,1482.78,True,1,4,ecommerce,862.52,True,True,True,SEND_RECOVERY_MESSAGE,857.01
txn_5dd79358d371,cust_ae4959d3,2026-07-31 20:54:16.265766,183.31,INR,wallet,failed,limit_exceeded,Transaction exceeds customer limits.,83,5,4,0,279.41,False,1,23,ecommerce,279.48,True,True,False,CREATE_ESCALATION,0.0
txn_825c39b7832a,cust_b045572d,2026-08-14 15:27:16.303954,3099.37,INR,wallet,failed,limit_exceeded,Transaction exceeds customer limits.,409,5,1,0,5438.71,False,1,25,enterprise,3161.38,True,False,True,RETRY_PAYMENT,3099.37
txn_1d5a30ba0b28,cust_dc754b53,2026-08-11 08:34:16.348954,24.27,INR,wallet,failed,bank_timeout,Issuing bank did not respond in time.,918,6,3,1,24.54,False,3,3,ecommerce,112.39,True,True,True,WAIT_AND_RETRY,24.27
txn_a45865fcb82e,cust_9b1b3800,2026-08-10 06:13:16.313954,2274.71,USD,upi,failed,limit_exceeded,Transaction exceeds customer limits.,849,7,2,1,4111.81,False,2,2,mid_market,2345.66,True,True,False,CREATE_ESCALATION,0.0
txn_92faa0224acf,cust_85632178,2026-08-07 12:37:16.223629,633.12,INR,upi,failed,insufficient_funds,Customer account has insufficient balance.,152,50,4,0,579.88,False,1,17,mid_market,658.19,True,True,False,CREATE_ESCALATION,0.0
txn_0ac2351c536c,cust_0fc425af,2026-08-01 12:19:16.345955,103.13,INR,wallet,failed,insufficient_funds,Customer account has insufficient balance.,383,4,2,0,96.22,True,3,15,smb_saas,192.03,True,True,True,SEND_RECOVERY_MESSAGE,103.13
txn_9e75d1ac24c2,cust_e192c524,2026-08-25 12:26:16.320954,1000.0,USD,wallet,failed,limit_exceeded,Transaction exceeds customer limits.,178,4,3,0,920.87,False,3,16,enterprise,1099.43,True,True,False,CREATE_ESCALATION,0.0
txn_dfadc26d3784,cust_135edf5c,2026-08-12 16:12:16.259223,539.16,USD,netbanking,failed,limit_exceeded,Transaction exceeds customer limits.,7,19,1,1,666.47,True,1,10,ecommerce,561.71,True,True,True,RETRY_PAYMENT,539.16
txn_ccdd82f3d7d9,cust_350dc56f,2026-07-26 05:36:16.332954,2244.05,INR,wallet,failed,insufficient_funds,Customer account has insufficient balance.,392,5,2,0,1150.42,False,1,15,mid_market,2269.84,True,True,False,CREATE_ESCALATION,0.0
txn_2ec1be708b11,cust_41511f92,2026-08-23 16:48:16.248632,1198.1,INR,netbanking,failed,insufficient_funds,Customer account has insufficient balance.,646,47,4,0,1891.61,False,2,12,ecommerce,1265.32,True,True,False,CREATE_ESCALATION,0.0
txn_5d1ee0a86b75,cust_9051e60d,2026-08-16 18:15:16.284812,16824.95,INR,upi,failed,insufficient_funds,Customer account has insufficient balance.,576,32,5,2,27319.3,False,3,29,high_value,16845.56,True,True,False,CREATE_ESCALATION,0.0
txn_83d53221cf5e,cust_6d123a3c,2026-08-03 23:57:16.262223,12496.09,INR,wallet,failed,authentication_failed,OTP or 3D secure authentication failed.,758,40,0,0,13393.13,False,2,19,enterprise,12587.83,True,True,False,CREATE_ESCALATION,0.0
txn_c979b6ce13a8,cust_0f88bb6d,2026-08-19 17:46:16.361096,498.81,INR,wallet,failed,insufficient_funds,Customer account has insufficient balance.,57,0,0,0,746.71,False,1,-1,smb_saas,534.73,True,True,True,SEND_RECOVERY_MESSAGE,498.81
txn_a843ec18e7dd,cust_4b90b9d0,2026-08-11 16:17:16.282812,689.22,INR,upi,failed,insufficient_funds,Customer account has insufficient balance.,413,32,3,0,816.12,True,3,10,smb_saas,704.4,True,True,False,CREATE_ESCALATION,0.0
txn_b3d5a93443f9,cust_74327382,2026-08-17 13:52:16.346954,504.11,INR,wallet,failed,limit_exceeded,Transaction exceeds customer limits.,708,9,5,2,344.13,False,2,29,ecommerce,516.48,True,True,False,CREATE_ESCALATION,0.0
txn_8e816ceaa83c,cust_c20c3021,2026-08-22 12:46:16.284812,655.16,USD,netbanking,failed,insufficient_funds,Customer account has insufficient balance.,796,0,3,0,1301.09,False,3,-1,ecommerce,665.42,True,True,False,CREATE_ESCALATION,0.0
txn_d85605d77b99,cust_9e87019f,2026-07-31 17:27:16.281813,1910.02,INR,wallet,failed,insufficient_funds,Customer account has insufficient balance.,435,4,2,1,1194.31,False,0,3,ecommerce,2000.06,True,True,True,SEND_RECOVERY_MESSAGE,1910.02
txn_fce2a3b427a2,cust_e1bc34be,2026-08-02 15:12:16.345955,1608.93,INR,card,failed,insufficient_funds,Customer account has insufficient balance.,758,49,3,0,3069.48,False,3,21,ecommerce,1706.79,True,True,False,CREATE_ESCALATION,0.0
txn_b7212a73374c,cust_8f96df91,2026-08-06 21:50:16.358096,388.36,INR,netbanking,failed,bank_timeout,Issuing bank did not respond in time.,627,42,5,4,773.07,False,0,20,mid_market,413.47,True,True,True,WAIT_AND_RETRY,388.36
txn_221c84cc76f6,cust_541e9e4d,2026-08-21 14:04:16.283812,444.72,USD,card,failed,authentication_failed,OTP or 3D secure authentication failed.,540,27,0,0,477.62,False,3,23,ecommerce,449.1,True,True,True,RETRY_PAYMENT,444.72
txn_640597416cbe,cust_23149cd3,2026-08-20 12:50:16.230826,331.83,INR,upi,failed,temporary_bank_failure,Bank is experiencing intermittent issues.,313,21,3,3,536.43,True,2,11,ecommerce,394.35,True,True,False,CREATE_ESCALATION,0.0
txn_38b6bf3c5c6b,cust_f3071297,2026-08-21 12:05:16.274812,426.34,INR,card,failed,limit_exceeded,Transaction exceeds customer limits.,903,37,5,3,618.15,False,3,27,smb_saas,481.1,True,False,False,CREATE_ESCALATION,0.0
txn_e97f7755edcb,cust_254c4793,2026-08-12 14:06:16.320954,20.0,INR,upi,failed,insufficient_funds,Customer account has insufficient balance.,804,37,0,0,31.28,False,1,17,ecommerce,100.77,True,True,False,CREATE_ESCALATION,0.0
txn_b7b69aec7d95,cust_27aca43b,2026-08-20 11:07:16.236825,197.99,INR,wallet,failed,insufficient_funds,Customer account has insufficient balance.,724,50,0,0,155.03,False,1,7,smb_saas,210.04,True,True,True,SEND_RECOVERY_MESSAGE,197.99
txn_8dd336c93043,cust_fcd9f5e1,2026-07-27 03:22:16.330954,671.09,USD,card,failed,fraud_suspected,Transaction flagged by risk engine.,123,23,1,0,894.15,False,3,25,ecommerce,677.04,True,True,False,STOP_AUTOMATION,0.0
txn_2b9ca55ecb93,cust_6947ac83,2026-07-28 16:55:16.242826,99.99,USD,netbanking,failed,temporary_bank_failure,Bank is experiencing intermittent issues.,631,32,4,1,154.12,True,3,6,ecommerce,176.06,True,True,True,WAIT_AND_RETRY,99.99
txn_562733a4b2af,cust_aaf07c91,2026-08-02 05:10:16.287327,48.2,INR,wallet,failed,authentication_failed,OTP or 3D secure authentication failed.,295,5,5,2,66.03,False,0,15,smb_saas,81.91,True,True,False,CREATE_ESCALATION,0.0
txn_b94d68299487,cust_28db7803,2026-07-27 01:11:16.325954,228.24,INR,upi,failed,insufficient_funds,Customer account has insufficient balance.,578,48,0,0,197.08,False,3,14,ecommerce,260.31,True,True,True,SEND_RECOVERY_MESSAGE,228.24
txn_603bb598ed13,cust_3b3b0552,2026-08-24 22:36:16.325954,576.09,INR,netbanking,failed,insufficient_funds,Customer account has insufficient balance.,707,42,4,1,815.08,True,1,1,ecommerce,650.42,True,True,True,SEND_RECOVERY_MESSAGE,576.09
txn_5726cf07dfc3,cust_0c326c32,2026-08-03 01:40:16.342954,1575.21,INR,wallet,failed,authentication_failed,OTP or 3D secure authentication failed.,415,31,4,2,3043.05,False,3,13,ecommerce,1587.5,True,True,False,CREATE_ESCALATION,0.0
txn_3d922ab45b22,cust_48ef7a10,2026-08-12 05:30:16.265766,4810.94,INR,upi,failed,insufficient_funds,Customer account has insufficient balance.,209,23,0,0,2467.98,False,2,6,enterprise,4837.69,True,False,False,CREATE_ESCALATION,0.0
txn_6eddb9768bcb,cust_c2744ba1,2026-08-18 19:11:16.339954,658.14,INR,card,failed,insufficient_funds,Customer account has insufficient balance.,856,15,1,0,725.39,False,1,30,mid_market,745.68,True,True,False,CREATE_ESCALATION,0.0
txn_57e71ff68bec,cust_cfecbf1d,2026-08-03 20:19:16.256176,667.21,INR,netbanking,failed,bank_timeout,Issuing bank did not respond in time.,963,9,0,0,388.57,True,3,28,ecommerce,697.03,True,True,True,WAIT_AND_RETRY,667.21
txn_cac5319e43a4,cust_69e99b9a,2026-08-03 10:35:16.367097,356.09,INR,upi,failed,limit_exceeded,Transaction exceeds customer limits.,972,1,4,1,548.91,False,0,10,ecommerce,446.29,True,True,False,CREATE_ESCALATION,0.0
txn_d33b20cb980c,cust_cfc1a900,2026-08-08 16:37:16.309954,230.19,INR,upi,failed,fraud_suspected,Transaction flagged by risk engine.,771,30,0,0,128.28,False,3,10,smb_saas,323.39,True,True,False,STOP_AUTOMATION,0.0
txn_76a023289aa8,cust_e56dd8bf,2026-08-03 19:10:16.235826,1017.63,INR,wallet,failed,fraud_suspected,Transaction flagged by risk engine.,635,5,0,0,1080.5,True,1,12,ecommerce,1038.07,True,True,False,STOP_AUTOMATION,0.0
txn_f21572cdf16a,cust_74b99283,2026-08-22 01:00:16.327954,164.59,USD,netbanking,failed,temporary_bank_failure,Bank is experiencing intermittent issues.,336,2,5,5,163.3,True,2,19,smb_saas,165.87,True,True,True,WAIT_AND_RETRY,164.59
txn_ad341adeaaa8,cust_91fb4088,2026-08-14 14:20:16.298954,1772.51,INR,wallet,failed,authentication_failed,OTP or 3D secure authentication failed.,734,2,2,2,3533.09,False,1,18,ecommerce,1773.91,True,False,False,CREATE_ESCALATION,0.0
txn_24ccf6d19c64,cust_a7ac48a5,2026-08-23 08:38:16.328954,5000.0,INR,wallet,failed,temporary_bank_failure,Bank is experiencing intermittent issues.,668,35,3,0,9393.53,False,0,1,high_value,5082.15,True,True,True,WAIT_AND_RETRY,5000.0
txn_86ff4faca79c,cust_8bc962e3,2026-08-16 06:19:16.254632,7221.67,INR,wallet,failed,authentication_failed,OTP or 3D secure authentication failed.,449,10,4,2,12535.58,False,2,20,enterprise,7292.67,True,True,False,CREATE_ESCALATION,0.0
txn_a5b895651fa4,cust_c0227733,2026-08-20 23:36:16.360096,218.68,USD,upi,failed,insufficient_funds,Customer account has insufficient balance.,544,8,4,2,213.9,False,3,17,smb_saas,300.06,True,True,False,CREATE_ESCALATION,0.0
txn_f7d290d4a45d,cust_0a45c761,2026-08-16 16:01:16.336954,199.95,USD,card,failed,bank_timeout,Issuing bank did not respond in time.,508,37,1,0,150.37,False,1,18,smb_saas,232.21,True,True,True,WAIT_AND_RETRY,199.95
txn_89533c05cb89,cust_1c5818a7,2026-08-14 11:40:16.266812,104.36,INR,card,failed,temporary_bank_failure,Bank is experiencing intermittent issues.,419,30,1,0,180.55,False,1,4,smb_saas,170.11,True,True,True,WAIT_AND_RETRY,104.36
txn_2fa1b111e18c,cust_f2153160,2026-08-04 10:14:16.356096,900.04,INR,wallet,failed,limit_exceeded,Transaction exceeds customer limits.,431,45,2,1,1612.15,True,2,21,ecommerce,947.33,True,True,False,CREATE_ESCALATION,0.0
txn_dc059b8aa803,cust_95e799ce,2026-08-08 19:43:16.243446,146.79,INR,card,failed,insufficient_funds,Customer account has insufficient balance.,93,45,4,3,261.04,True,2,17,smb_saas,182.17,True,True,True,SEND_RECOVERY_MESSAGE,146.79
txn_9ed284d30526,cust_41d981cc,2026-08-15 20:52:16.262223,2057.53,INR,netbanking,failed,insufficient_funds,Customer account has insufficient balance.,844,9,3,0,2265.27,False,0,28,mid_market,2122.03,True,True,False,CREATE_ESCALATION,0.0
txn_84979e3a085d,cust_becda411,2026-08-06 01:51:16.350954,3013.04,USD,card,failed,insufficient_funds,Customer account has insufficient balance.,672,25,5,1,3116.25,False,2,28,mid_market,3068.73,True,True,False,CREATE_ESCALATION,0.0
txn_05f9c1c018e3,cust_240155dd,2026-07-26 13:16:16.294364,48.36,INR,netbanking,failed,bank_timeout,Issuing bank did not respond in time.,788,45,2,2,49.29,False,3,26,smb_saas,63.13,True,True,True,WAIT_AND_RETRY,48.36
txn_cab54fd23d70,cust_e03522a4,2026-08-11 04:44:16.270823,10169.67,INR,card,failed,authentication_failed,OTP or 3D secure authentication failed.,199,43,1,0,14057.02,False,0,23,enterprise,10229.3,True,True,True,RETRY_PAYMENT,10169.67
txn_c9f68b38ff65,cust_b3734e62,2026-08-20 12:54:16.345955,72.14,INR,netbanking,failed,bank_timeout,Issuing bank did not respond in time.,21,6,1,0,54.16,True,0,25,smb_saas,82.49,True,True,True,WAIT_AND_RETRY,72.14
txn_bf75c8a65549,cust_a89e172a,2026-07-26 05:23:16.308955,810.98,INR,netbanking,failed,limit_exceeded,Transaction exceeds customer limits.,290,39,0,0,551.01,False,2,13,ecommerce,906.07,True,False,False,CREATE_ESCALATION,0.0
txn_ea7f8d873a2d,cust_70f0ddcf,2026-07-31 14:55:16.365098,234.85,INR,card,failed,bank_timeout,Issuing bank did not respond in time.,273,36,0,0,205.28,False,0,20,smb_saas,290.42,True,True,True,WAIT_AND_RETRY,234.85
txn_6b78fc2aae97,cust_6e66c990,2026-08-14 00:26:16.307955,39.09,INR,wallet,failed,insufficient_funds,Customer account has insufficient balance.,611,17,4,3,46.42,False,2,3,smb_saas,55.33,True,True,False,CREATE_ESCALATION,0.0
txn_3ac286d5fc7e,cust_29d365a3,2026-07-29 06:13:16.227825,802.92,INR,wallet,failed,insufficient_funds,Customer account has insufficient balance.,649,43,4,0,1331.42,False,1,30,mid_market,852.8,True,True,True,SEND_RECOVERY_MESSAGE,802.92
txn_c9f154c93412,cust_d884b6cc,2026-08-02 08:02:16.281813,3965.04,INR,netbanking,failed,insufficient_funds,Customer account has insufficient balance.,836,39,1,1,5943.47,True,2,24,enterprise,4003.45,True,True,True,SEND_RECOVERY_MESSAGE,3965.04
txn_7ea28c1d11ca,cust_0e6d5add,2026-08-03 04:43:16.237825,430.58,INR,upi,failed,insufficient_funds,Customer account has insufficient balance.,684,37,4,1,424.38,False,2,0,mid_market,445.63,True,True,True,SEND_RECOVERY_MESSAGE,430.58
txn_6504492ba787,cust_9cef2d1b,2026-08-05 05:46:16.243446,255.48,INR,netbanking,failed,limit_exceeded,Transaction exceeds customer limits.,498,22,2,1,471.02,False,1,10,ecommerce,257.07,True,True,True,RETRY_PAYMENT,255.48
txn_86e3a7edeff0,cust_0fa2cf96,2026-08-13 17:52:16.237825,271.77,USD,upi,failed,authentication_failed,OTP or 3D secure authentication failed.,326,33,1,1,230.04,False,1,16,ecommerce,283.61,True,True,True,RETRY_PAYMENT,271.77
txn_a3098124c91f,cust_87f231b1,2026-08-18 19:12:16.259223,186.6,INR,card,failed,temporary_bank_failure,Bank is experiencing intermittent issues.,255,38,5,4,135.18,True,0,21,smb_saas,207.5,True,True,True,WAIT_AND_RETRY,186.6
txn_e63b43cd6ad6,cust_af98ae8c,2026-08-14 16:34:16.346954,430.19,USD,card,failed,insufficient_funds,Customer account has insufficient balance.,431,47,4,4,452.59,False,0,10,smb_saas,472.95,True,True,True,SEND_RECOVERY_MESSAGE,430.19
txn_0563913db9b1,cust_3e103ad6,2026-08-22 00:23:16.293365,13805.06,USD,upi,failed,bank_timeout,Issuing bank did not respond in time.,916,38,1,0,19340.76,False,2,6,enterprise,13899.44,True,True,True,WAIT_AND_RETRY,13805.06
txn_98f8ad4abbaf,cust_4846f43e,2026-08-13 00:39:16.276813,669.78,INR,upi,failed,limit_exceeded,Transaction exceeds customer limits.,685,43,3,0,860.85,False,2,20,smb_saas,737.7,True,False,False,CREATE_ESCALATION,0.0
txn_bac1eca48b0e,cust_7db04788,2026-08-24 01:01:16.280813,1033.46,INR,upi,failed,insufficient_funds,Customer account has insufficient balance.,635,49,1,1,1506.33,True,1,19,mid_market,1048.74,True,True,True,SEND_RECOVERY_MESSAGE,1033.46
txn_6f4e60fae3dd,cust_cd6002e8,2026-08-04 16:13:16.263223,11802.39,USD,card,failed,insufficient_funds,Customer account has insufficient balance.,353,5,5,2,17412.29,True,2,19,high_value,11883.98,True,True,False,CREATE_ESCALATION,0.0
txn_c160aff19e53,cust_3b59113f,2026-08-06 23:34:16.292365,33.71,INR,netbanking,failed,insufficient_funds,Customer account has insufficient balance.,189,34,4,4,54.2,True,1,22,smb_saas,48.71,True,True,True,SEND_RECOVERY_MESSAGE,33.71
txn_2e7d48708cbd,cust_19d51208,2026-08-20 14:05:16.258223,181.49,INR,card,failed,fraud_suspected,Transaction flagged by risk engine.,621,44,5,3,198.12,False,3,1,smb_saas,194.93,True,True,False,STOP_AUTOMATION,0.0
txn_2d8ccce1589b,cust_e390c109,2026-08-24 14:05:16.321954,6889.77,INR,wallet,failed,insufficient_funds,Customer account has insufficient balance.,114,31,1,1,6785.92,False,2,1,enterprise,6924.33,True,True,True,SEND_RECOVERY_MESSAGE,6889.77
txn_e09953a2b494,cust_a7a6df85,2026-08-22 00:57:16.300954,647.28,INR,upi,failed,insufficient_funds,Customer account has insufficient balance.,393,42,0,0,969.45,False,1,2,smb_saas,700.09,True,True,False,CREATE_ESCALATION,0.0
